"Statistic Label","Census Year","Electoral Divisions","UNIT","VALUE"
"Males - 2022","2022","Murragh, Cork County","Number","269"
"Males - 2022","2022","Myross, Cork County","Number","419"
"Males - 2022","2022","Nad, Cork County","Number","52"
"Males - 2022","2022","Newmarket, Cork County","Number","780"
"Males - 2022","2022","Newtown, Cork County","Number","514"
"Males - 2022","2022","Nohaval, Cork County","Number","188"
"Males - 2022","2022","Ovens, Cork County","Number","537"
"Males - 2022","2022","Rahalisk, Cork County","Number","322"
"Males - 2022","2022","Rahan, Cork County","Number","465"
"Males - 2022","2022","Rathbarry, Cork County","Number","284"
"Males - 2022","2022","Rathclarin, Cork County","Number","347"
"Males - 2022","2022","Rathcool, Cork County","Number","281"
"Males - 2022","2022","Rathcooney, Cork County","Number","184"
"Males - 2022","2022","Rathcormack, Cork County","Number","1321"
"Males - 2022","2022","Rathluirc, Cork County","Number","2179"
"Males - 2022","2022","Riverstown, Cork County","Number","428"
"Males - 2022","2022","Roskeen, Cork County","Number","262"
"Males - 2022","2022","Rosnalee, Cork County","Number","190"
"Males - 2022","2022","Rosscarbery, Cork County","Number","558"
"Males - 2022","2022","Rossmore, Cork County","Number","182"
"Males - 2022","2022","Rostellan, Cork County","Number","686"
"Males - 2022","2022","Rowls, Cork County","Number","81"
"Males - 2022","2022","Scart, Cork County","Number","176"
"Males - 2022","2022","Seefin, Cork County","Number","166"
"Males - 2022","2022","Shanballymore, Cork County","Number","339"
"Males - 2022","2022","Sheepshead, Cork County","Number","106"
"Males - 2022","2022","Shreelane, Cork County","Number","215"
"Males - 2022","2022","Skagh, Cork County","Number","225"
"Males - 2022","2022","Skahanagh, Cork County","Number","97"
"Males - 2022","2022","Skibbereen Rural, Cork County","Number","693"
"Males - 2022","2022","Skibbereen Urban, Cork County","Number","1441"
"Males - 2022","2022","Skull, Cork County","Number","549"
"Males - 2022","2022","Slievereagh, Cork County","Number","495"
"Males - 2022","2022","Springfort, Cork County","Number","319"
"Males - 2022","2022","Streamhill, Cork County","Number","57"
"Males - 2022","2022","Teadies, Cork County","Number","490"
"Males - 2022","2022","Teerelton, Cork County","Number","342"
"Males - 2022","2022","Templebodan, Cork County","Number","363"
"Males - 2022","2022","Templebreedy, Cork County","Number","2182"
"Males - 2022","2022","Templemartin, Cork County","Number","438"
"Males - 2022","2022","Templemary, Cork County","Number","178"
"Males - 2022","2022","Templemichael, Cork County","Number","399"
"Males - 2022","2022","Templemolaga, Cork County","Number","183"
"Males - 2022","2022","Templenacarriga, Cork County","Number","317"
"Males - 2022","2022","Templeomalus, Cork County","Number","391"
"Males - 2022","2022","Timoleague, Cork County","Number","383"
"Males - 2022","2022","Tincoora, Cork County","Number","265"
"Males - 2022","2022","Toormore, Cork County","Number","107"
"Males - 2022","2022","Tullagh, Cork County","Number","394"
"Males - 2022","2022","Tullylease, Cork County","Number","210"
"Males - 2022","2022","Ullanes, Cork County","Number","309"
"Males - 2022","2022","Wallstown, Cork County","Number","138"
"Males - 2022","2022","Warrenscourt, Cork County","Number","407"
"Males - 2022","2022","Watergrasshill, Cork County","Number","965"
"Males - 2022","2022","Whiddy/Bantry Rural, Cork County","Number","577"
"Males - 2022","2022","Whitechurch, Cork County","Number","1011"
"Males - 2022","2022","Williamstown, Cork County","Number","261"
"Males - 2022","2022","Woodfort, Cork County","Number","203"
"Males - 2022","2022","Youghal Rural, Cork County","Number","678"
"Males - 2022","2022","Youghal Urban, Cork County","Number","3783"
"Males - 2022","2022","Abbeydorney, Kerry","Number","624"
"Males - 2022","2022","Aghadoe, Kerry","Number","438"
"Males - 2022","2022","Aglish, Kerry","Number","281"
"Males - 2022","2022","Arabela, Kerry","Number","778"
"Males - 2022","2022","Ardagh, Kerry","Number","380"
"Males - 2022","2022","Ardea, Kerry","Number","90"
"Males - 2022","2022","Ardfert, Kerry","Number","525"
"Males - 2022","2022","Astee, Kerry","Number","240"
"Males - 2022","2022","Bahaghs, Kerry","Number","96"
"Males - 2022","2022","Ballincloher, Kerry","Number","226"
"Males - 2022","2022","Ballinskelligs, Kerry","Number","212"
"Males - 2022","2022","Ballinvoher, Kerry","Number","293"
"Males - 2022","2022","Ballybrack, Kerry","Number","50"
"Males - 2022","2022","Ballyconry, Kerry","Number","228"
"Males - 2022","2022","Ballyduff, Kerry, 077015","Number","425"
"Males - 2022","2022","Ballyduff, Kerry, 077016","Number","68"
"Males - 2022","2022","Ballyegan, Kerry, 077017","Number","179"
"Males - 2022","2022","Ballyegan, Kerry, 077018","Number","46"
"Males - 2022","2022","Ballyhar, Kerry","Number","96"
"Males - 2022","2022","Ballyheige, Kerry","Number","743"
"Males - 2022","2022","Ballyhorgan, Kerry","Number","236"
"Males - 2022","2022","Ballynacourty, Kerry","Number","153"
"Males - 2022","2022","Ballynahaglish, Kerry","Number","833"
"Males - 2022","2022","Ballynorig, Kerry","Number","272"
"Males - 2022","2022","Ballyseedy, Kerry","Number","967"
"Males - 2022","2022","Banawn, Kerry","Number","139"
"Males - 2022","2022","Banna, Kerry","Number","393"
"Males - 2022","2022","Baurtregaum, Kerry","Number","183"
"Males - 2022","2022","Beal, Kerry","Number","74"
"Males - 2022","2022","Blennerville, Kerry","Number","367"
"Males - 2022","2022","Boolteens, Kerry","Number","245"
"Males - 2022","2022","Brandon, Kerry","Number","83"
"Males - 2022","2022","Brewsterfield, Kerry","Number","411"
"Males - 2022","2022","Brosna, Kerry","Number","375"
"Males - 2022","2022","Caher, Kerry","Number","965"
"Males - 2022","2022","Caherdaniel, Kerry","Number","162"
"Males - 2022","2022","Cappagh, Kerry","Number","208"
"Males - 2022","2022","Caragh, Kerry","Number","503"
"Males - 2022","2022","Carker, Kerry","Number","221"
"Males - 2022","2022","Carrig, Kerry","Number","182"
"Males - 2022","2022","Castlecove, Kerry","Number","181"
"Males - 2022","2022","Castlegregory, Kerry","Number","511"
"Males - 2022","2022","Castleisland, Kerry","Number","1654"
"Males - 2022","2022","Castlequin, Kerry","Number","286"
"Males - 2022","2022","Causeway, Kerry","Number","323"
"Males - 2022","2022","Churchtown, Kerry","Number","253"
"Males - 2022","2022","Cloghane, Kerry","Number","132"
"Males - 2022","2022","Clogherbrien, Kerry","Number","768"
"Males - 2022","2022","Cloontubbrid, Kerry","Number","150"
"Males - 2022","2022","Clydagh, Kerry","Number","64"
"Males - 2022","2022","Coolies, Kerry","Number","455"
"Males - 2022","2022","Coom, Kerry","Number","1082"
"Males - 2022","2022","Cordal, Kerry","Number","139"
"Males - 2022","2022","Crinny, Kerry","Number","158"
"Males - 2022","2022","Curraghbeg, Kerry","Number","92"
"Males - 2022","2022","Curraghmore, Kerry","Number","184"
"Males - 2022","2022","Currans, Kerry","Number","129"
"Males - 2022","2022","Darrynane, Kerry","Number","92"
"Males - 2022","2022","Dawros, Kerry","Number","304"
"Males - 2022","2022","Deelis, Kerry","Number","186"
"Males - 2022","2022","Derreen, Kerry","Number","103"
"Males - 2022","2022","Derriana/Cloon, Kerry","Number","133"
"Males - 2022","2022","Dingle, Kerry","Number","802"
"Males - 2022","2022","Doocarrig, Kerry","Number","347"
"Males - 2022","2022","Doon, Kerry","Number","335"
"Males - 2022","2022","Dromin, Kerry","Number","425"
"Males - 2022","2022","Drommartin, Kerry","Number","283"
"Males - 2022","2022","Dromore, Kerry","Number","149"
"Males - 2022","2022","Duagh, Kerry","Number","269"
"Males - 2022","2022","Dunloe, Kerry","Number","443"
"Males - 2022","2022","Dunquin, Kerry","Number","102"
"Males - 2022","2022","Dunurlin, Kerry","Number","244"
"Males - 2022","2022","Emlagh, Kerry","Number","461"
"Males - 2022","2022","Ennismore, Kerry","Number","284"
"Males - 2022","2022","Flesk, Kerry","Number","227"
"Males - 2022","2022","Glanbehy, Kerry","Number","604"
"Males - 2022","2022","Glanlee, Kerry","Number","93"
"Males - 2022","2022","Glanlough, Kerry","Number","82"
"Males - 2022","2022","Glanmore, Kerry","Number","122"
"Males - 2022","2022","Glinn, Kerry","Number","853"
"Males - 2022","2022","Gneeves, Kerry","Number","194"
"Males - 2022","2022","Greenane, Kerry","Number","114"
"Males - 2022","2022","Gullane, Kerry","Number","154"
"Males - 2022","2022","Gunsborough, Kerry","Number","183"
"Males - 2022","2022","Headfort, Kerry","Number","529"
"Males - 2022","2022","Inch, Kerry","Number","76"
"Males - 2022","2022","Kenmare, Kerry","Number","1748"
"Males - 2022","2022","Kerryhead, Kerry","Number","328"
"Males - 2022","2022","Kilbonane, Kerry","Number","339"
"Males - 2022","2022","Kilcummin, Kerry","Number","1168"
"Males - 2022","2022","Kilfeighny, Kerry","Number","494"
"Males - 2022","2022","Kilfelim, Kerry","Number","114"
"Males - 2022","2022","Kilflyn, Kerry","Number","131"
"Males - 2022","2022","Kilgarrylander, Kerry","Number","340"
"Males - 2022","2022","Kilgarvan, Kerry","Number","392"
"Males - 2022","2022","Kilgobban, Kerry","Number","158"
"Males - 2022","2022","Kilgobnet, Kerry","Number","502"
"Males - 2022","2022","Killahan, Kerry","Number","200"
"Males - 2022","2022","Killarney Rural, Kerry","Number","3665"
"Males - 2022","2022","Killarney Urban, Kerry","Number","5155"
"Males - 2022","2022","Killeentierna, Kerry","Number","446"
"Males - 2022","2022","Killehenny, Kerry","Number","995"
"Males - 2022","2022","Killinane, Kerry","Number","158"
"Males - 2022","2022","Killorglin, Kerry","Number","2261"
"Males - 2022","2022","Killury, Kerry","Number","250"
"Males - 2022","2022","Kilmalkedar, Kerry","Number","270"
"Males - 2022","2022","Kilmeany, Kerry","Number","378"
"Males - 2022","2022","Kilmurry, Kerry","Number","159"
"Males - 2022","2022","Kilnanare, Kerry","Number","524"
"Males - 2022","2022","Kilquane, Kerry","Number","229"
"Males - 2022","2022","Kilshenane, Kerry","Number","119"
"Males - 2022","2022","Kiltallagh, Kerry","Number","284"
"Males - 2022","2022","Kiltomy, Kerry","Number","211"
"Males - 2022","2022","Kinard, Kerry","Number","180"
"Males - 2022","2022","Knockglass, Kerry","Number","176"
"Males - 2022","2022","Knocknagashel, Kerry","Number","377"
"Males - 2022","2022","Knocknahoe, Kerry","Number","155"
"Males - 2022","2022","Lack, Kerry","Number","142"
"Males - 2022","2022","Lackabaun, Kerry","Number","219"
"Males - 2022","2022","Lahard, Kerry","Number","388"
"Males - 2022","2022","Leitrim, Kerry","Number","277"
"Males - 2022","2022","Lickeen, Kerry","Number","52"
"Males - 2022","2022","Lislaughtin, Kerry","Number","275"
"Males - 2022","2022","Lisselton, Kerry","Number","166"
"Males - 2022","2022","Listowel Rural, Kerry","Number","807"
"Males - 2022","2022","Listowel Urban, Kerry","Number","1971"
"Males - 2022","2022","Lixnaw, Kerry","Number","539"
"Males - 2022","2022","Loughbrin, Kerry","Number","69"
"Males - 2022","2022","Loughcurrane, Kerry","Number","169"
"Males - 2022","2022","Marhin, Kerry","Number","129"
"Males - 2022","2022","Mastergeehy/Canuig, Kerry","Number","110"
"Males - 2022","2022","Maum, Kerry","Number","127"
"Males - 2022","2022","Millbrook, Kerry","Number","259"
"Males - 2022","2022","Milltown, Kerry","Number","1188"
"Males - 2022","2022","Minard, Kerry","Number","232"
"Males - 2022","2022","Molahiffe, Kerry","Number","867"
"Males - 2022","2022","Mount Eagle, Kerry","Number","86"
"Males - 2022","2022","Moynsha, Kerry","Number","254"
"Males - 2022","2022","Muckross, Kerry","Number","451"
"Males - 2022","2022","Newtownsandes, Kerry","Number","589"
"Males - 2022","2022","Nohaval, Kerry","Number","204"
"Males - 2022","2022","O'brennan, Kerry","Number","267"
"Males - 2022","2022","Portmagee, Kerry","Number","185"
"Males - 2022","2022","Ratass, Kerry","Number","551"
"Males - 2022","2022","Rathea, Kerry","Number","216"
"Males - 2022","2022","Rathmore, Kerry","Number","1009"
"Males - 2022","2022","Reen, Kerry","Number","92"
"Males - 2022","2022","Rockfield, Kerry","Number","213"
"Males - 2022","2022","Scartaglin, Kerry","Number","351"
"Males - 2022","2022","Shronowen, Kerry","Number","112"
"Males - 2022","2022","Sneem, Kerry","Number","433"
"Males - 2022","2022","St. Finan's, Kerry","Number","97"
"Males - 2022","2022","Stradbally, Kerry","Number","130"
"Males - 2022","2022","Tahilla, Kerry","Number","129"
"Males - 2022","2022","Tarbert, Kerry","Number","378"
"Males - 2022","2022","Tarmon, Kerry","Number","249"
"Males - 2022","2022","Teeranearagh, Kerry","Number","164"
"Males - 2022","2022","Tralee Rural, Kerry","Number","9065"
"Males - 2022","2022","Tralee Urban, Kerry","Number","3131"
"Males - 2022","2022","Trienearagh, Kerry","Number","254"
"Males - 2022","2022","Tubrid, Kerry","Number","429"
"Males - 2022","2022","Urlee, Kerry","Number","183"
"Males - 2022","2022","Valencia, Kerry","Number","317"
"Males - 2022","2022","Ventry, Kerry","Number","212"
"Males - 2022","2022","Abbey A, Limerick","Number","2191"
"Males - 2022","2022","Abbey B, Limerick","Number","1365"
"Males - 2022","2022","Abbey C, Limerick","Number","357"
"Males - 2022","2022","Abbey D, Limerick","Number","725"
"Males - 2022","2022","Ballinacurra A, Limerick","Number","1120"
"Males - 2022","2022","Ballinacurra B, Limerick","Number","660"
"Males - 2022","2022","Ballynanty, Limerick","Number","1441"
"Males - 2022","2022","Castle A, Limerick","Number","543"
"Males - 2022","2022","Castle B, Limerick","Number","270"
"Males - 2022","2022","Castle C, Limerick","Number","690"
"Males - 2022","2022","Castle D, Limerick","Number","993"
"Males - 2022","2022","Coolraine, Limerick","Number","795"
"Males - 2022","2022","Custom House, Limerick","Number","487"
"Males - 2022","2022","Dock A, Limerick","Number","1647"
"Males - 2022","2022","Dock B, Limerick","Number","627"
"Males - 2022","2022","Dock C, Limerick","Number","583"
"Males - 2022","2022","Dock D, Limerick","Number","375"
"Males - 2022","2022","Farranshone, Limerick","Number","496"
"Males - 2022","2022","Galvone A, Limerick","Number","671"
"Males - 2022","2022","Galvone B, Limerick","Number","360"
"Males - 2022","2022","Glentworth A, Limerick","Number","327"
"Males - 2022","2022","Glentworth B, Limerick","Number","586"
"Males - 2022","2022","Glentworth C, Limerick","Number","289"
"Males - 2022","2022","John's A, Limerick","Number","365"
"Males - 2022","2022","John's B, Limerick","Number","512"
"Males - 2022","2022","John's C, Limerick","Number","265"
"Males - 2022","2022","Killeely A, Limerick","Number","680"
"Males - 2022","2022","Killeely B, Limerick","Number","421"
"Males - 2022","2022","Limerick North Rural, Limerick","Number","3591"
"Males - 2022","2022","Market, Limerick","Number","1170"
"Males - 2022","2022","Prospect A, Limerick","Number","487"
